lemRank,lemma,PoS,lemFreq,wordFreq,word
2784,construct,v,28515,4137,constructing
2784,construct,v,28515,14,constructs
2785,hmm,u,28510,28510,hmm
2786,arrest,n,28504,21775,arrest
2786,arrest,n,28504,6729,arrests
2787,approval,n,28499,27639,approval
2787,approval,n,28499,860,approvals
2788,AIDS,n,28489,28489,aids
2789,whereas,c,28472,28472,whereas
2790,defensive,j,28464,28464,defensive
2791,independence,n,28463,28463,independence
2792,apologize,v,28462,17540,apologize
2792,apologize,v,28462,5746,apologized
2792,apologize,v,28462,2884,apologizing
2792,apologize,v,28462,1052,apologise
2792,apologize,v,28462,996,apologizes
2792,apologize,v,28462,179,apologised
2792,apologize,v,28462,38,apologises
2792,apologize,v,28462,27,apologising
2793,top,i,28439,28439,top
2794,Asian,j,28419,28419,asian
2795,rose,n,28398,19553,rose
2795,rose,n,28398,8845,roses
2796,ghost,n,28365,20026,ghost
2796,ghost,n,28365,8339,ghosts
2797,involvement,n,28357,28106,involvement
2797,involvement,n,28357,251,involvements
2798,permanent,j,28345,28345,permanent
2799,wire,n,28337,21041,wire
2799,wire,n,28337,7296,wires
2800,whisper,v,28334,15386,whispered
2800,whisper,v,28334,5493,whispering
2800,whisper,v,28334,3952,whispers
2800,whisper,v,28334,3503,whisper
2801,mouse,n,28329,15556,mouse
2801,mouse,n,28329,12739,mice
2801,mouse,n,28329,34,mouses
2802,airline,n,28327,15449,airlines
2802,airline,n,28327,12878,airline
2803,founder,n,28315,19970,founder
2803,founder,n,28315,8341,founders
2804,objective,n,28315,14773,objectives
2804,objective,n,28315,13542,objective
2805,nowhere,r,28292,28292,nowhere
2806,alternative,j,28282,28282,alternative
2807,phenomenon,n,28258,20014,phenomenon
2807,phenomenon,n,28258,8192,phenomena
2807,phenomenon,n,28258,52,phenomenons
2808,evolve,v,28257,13719,evolved
2808,evolve,v,28257,7662,evolve
2808,evolve,v,28257,5109,evolving
2808,evolve,v,28257,1767,evolves
2809,not,c,28251,28251,not
2810,exact,j,28250,28250,exact
2811,silver,n,28244,28062,silver
2811,silver,n,28244,182,silvers
2812,cent,n,28231,18628,cents
2812,cent,n,28231,9603,cent
2813,universal,j,28224,28224,universal
2814,teenager,n,28219,13168,teenagers
2814,teenager,n,28219,12597,teenager
2814,teenager,n,28219,1343,teen-agers
2814,teenager,n,28219,1111,teen-ager
2815,crucial,j,28219,28219,crucial
2816,viewer,n,28181,19049,viewers
2816,viewer,n,28181,9132,viewer
2817,schedule,v,28174,21874,scheduled
2817,schedule,v,28174,4002,schedule
2817,schedule,v,28174,1996,scheduling
2817,schedule,v,28174,302,schedules
2818,ridiculous,j,28150,28150,ridiculous
2819,chocolate,n,28147,26167,chocolate
2819,chocolate,n,28147,1980,chocolates
2820,sensitive,j,28109,28109,sensitive
2821,bottom,j,28102,28097,bottom
2821,bottom,j,28102,5,bottoming
2822,grandmother,n,28091,26351,grandmother
2822,grandmother,n,28091,1705,grandmothers
2822,grandmother,n,28091,35,grand-mother
2823,missile,n,28086,15384,missile
2823,missile,n,28086,12702,missiles
2824,roughly,r,28083,28083,roughly
2825,constitutional,j,28065,28065,constitutional
2826,adventure,n,28045,19057,adventure
2826,adventure,n,28045,8988,adventures
2827,genetic,j,28027,28027,genetic
2828,advance,v,28014,12842,advance
2828,advance,v,28014,9893,advanced
2828,advance,v,28014,2726,advancing
2828,advance,v,28014,2553,advances
2829,related,j,28013,28013,related
2830,swing,v,27981,9712,swing
2830,swing,v,27981,8734,swung
2830,swing,v,27981,6155,swinging
2830,swing,v,27981,3380,swings
2831,ultimate,j,27973,27973,ultimate
2832,manufacturer,n,27966,16998,manufacturers
2832,manufacturer,n,27966,10968,manufacturer
2833,unknown,j,27955,27955,unknown
2834,wipe,v,27952,11449,wiped
2834,wipe,v,27952,9697,wipe
2834,wipe,v,27952,4376,wiping
2834,wipe,v,27952,2430,wipes
2835,crop,n,27946,14224,crops
2835,crop,n,27946,13722,crop
2836,survival,n,27914,27828,survival
2836,survival,n,27914,86,survivals
2837,line,v,27910,13383,lined
2837,line,v,27910,8875,line
2837,line,v,27910,5070,lining
2837,line,v,27910,582,lines
2838,dimension,n,27889,15126,dimensions
2838,dimension,n,27889,12763,dimension
2839,resist,v,27867,16306,resist
2839,resist,v,27867,5915,resisted
2839,resist,v,27867,3863,resisting
2839,resist,v,27867,1783,resists
2840,request,v,27861,13106,requested
2840,request,v,27861,8885,request
2840,request,v,27861,4548,requesting
2840,request,v,27861,1322,requests
2841,roll,n,27831,18717,roll
2841,roll,n,27831,9114,rolls
2842,shape,v,27828,12561,shaped
2842,shape,v,27828,9169,shape
2842,shape,v,27828,5252,shaping
2842,shape,v,27828,846,shapes
2843,darkness,n,27827,27779,darkness
2843,darkness,n,27827,32,darknesses
2843,darkness,n,27827,16,dark-ness
2844,guarantee,v,27824,13968,guarantee
2844,guarantee,v,27824,8798,guaranteed
2844,guarantee,v,27824,3455,guarantees
2844,guarantee,v,27824,1603,guaranteeing
2845,historic,j,27799,27799,historic
2846,educator,n,27782,22364,educators
2846,educator,n,27782,5418,educator
2847,rough,j,27778,26613,rough
2847,rough,j,27778,822,rougher
2847,rough,j,27778,343,roughest
2848,personnel,n,27773,27773,personnel
2849,race,v,27773,14415,racing
2849,race,v,27773,6513,race
2849,race,v,27773,5632,raced
2849,race,v,27773,1213,races
2850,confront,v,27771,10696,confront
2850,confront,v,27771,10278,confronted
2850,confront,v,27771,4942,confronting
2850,confront,v,27771,1855,confronts
2851,terrorist,n,27765,21003,terrorists
2851,terrorist,n,27765,6762,terrorist
2852,royal,j,27749,27749,royal
2853,elite,n,27712,21057,elite
2853,elite,n,27712,6655,elites
2854,occupy,v,27708,11913,occupied
2854,occupy,v,27708,10695,occupy
2854,occupy,v,27708,2618,occupies
2854,occupy,v,27708,2482,occupying
2855,emphasis,n,27699,27167,emphasis
2855,emphasis,n,27699,532,emphases
2856,wet,j,27690,26706,wet
2856,wet,j,27690,660,wetter
2856,wet,j,27690,324,wettest
2857,destruction,n,27666,27603,destruction
2857,destruction,n,27666,63,destructions
2858,raw,j,27663,27506,raw
2858,raw,j,27663,105,rawest
2858,raw,j,27663,52,rawer
2859,inner,j,27642,27642,inner
2860,proceed,v,27636,13714,proceed
2860,proceed,v,27636,6268,proceeded
2860,proceed,v,27636,4463,proceeding
2860,proceed,v,27636,3191,proceeds
2861,violate,v,27630,10355,violated
2861,violate,v,27630,7503,violate
2861,violate,v,27630,6146,violating
2861,violate,v,27630,3626,violates
2862,chart,n,27628,17815,chart
2862,chart,n,27628,9813,charts
2863,pace,n,27613,25694,pace
2863,pace,n,27613,1919,paces
2864,finance,n,27594,19253,finance
2864,finance,n,27594,8341,finances
2865,champion,n,27593,19874,champion
2865,champion,n,27593,7719,champions
2866,snap,v,27586,11841,snapped
2866,snap,v,27586,9021,snap
2866,snap,v,27586,4037,snapping
2866,snap,v,27586,2687,snaps
2867,suspect,n,27585,18281,suspect
2867,suspect,n,27585,9304,suspects
2868,advise,v,27580,10888,advised
2868,advise,v,27580,8240,advise
2868,advise,v,27580,4648,advises
2868,advise,v,27580,3804,advising
2869,initially,r,27566,27566,initially
2870,advanced,j,27563,27563,advanced
2871,unlikely,j,27546,27360,unlikely
2871,unlikely,j,27546,181,unlikeliest
2871,unlikely,j,27546,5,unlikelier
2872,barrier,n,27530,14851,barriers
2872,barrier,n,27530,12679,barrier
2873,advocate,n,27479,17942,advocates
2873,advocate,n,27479,9537,advocate
2874,label,n,27479,16748,label
2874,label,n,27479,10731,labels
2875,access,v,27476,15928,access
2875,access,v,27476,8467,accessed
2875,access,v,27476,2634,accessing
2875,access,v,27476,447,accesses
2876,horrible,j,27456,27456,horrible
2877,burden,n,27443,23410,burden
2877,burden,n,27443,4033,burdens
2878,violation,n,27435,15613,violation
2878,violation,n,27435,11822,violations
2879,unlike,i,27434,27434,unlike
2880,idiot,n,27432,19579,idiot
2880,idiot,n,27432,7853,idiots
2881,lifetime,n,27432,25427,lifetime
2881,lifetime,n,27432,1871,lifetimes
2881,lifetime,n,27432,125,life-time
2881,lifetime,n,27432,9,life-times
2882,working,j,27367,27367,working
2883,fund,v,27347,12071,funded
2883,fund,v,27347,10553,fund
2883,fund,v,27347,4151,funding
2883,fund,v,27347,572,funds
2884,ongoing,j,27334,26357,ongoing
2884,ongoing,j,27334,977,on-going
2885,react,v,27322,14927,react
2885,react,v,27322,5228,reacted
2885,react,v,27322,4326,reacting
2885,react,v,27322,2841,reacts
2886,routine,n,27266,22983,routine
2886,routine,n,27266,4283,routines
2887,presentation,n,27265,21044,presentation
2887,presentation,n,27265,6221,presentations
2888,supply,v,27255,10631,supply
2888,supply,v,27255,7687,supplied
2888,supply,v,27255,5673,supplies
2888,supply,v,27255,3264,supplying
2889,gear,n,27243,23024,gear
2889,gear,n,27243,4219,gears
2890,photograph,v,27239,18861,photograph
2890,photograph,v,27239,6049,photographed
2890,photograph,v,27239,1820,photographing
2890,photograph,v,27239,509,photographs
2891,Mexican,j,27233,27233,mexican
2892,stadium,n,27233,25158,stadium
2892,stadium,n,27233,2075,stadiums
2893,translate,v,27231,10744,translated
2893,translate,v,27231,9291,translate
2893,translate,v,27231,4501,translates
2893,translate,v,27231,2695,translating
2894,mortgage,n,27227,21246,mortgage
2894,mortgage,n,27227,5981,mortgages
2895,sheriff,n,27193,25977,sheriff
2895,sheriff,n,27193,1216,sheriffs
2896,clinic,n,27190,19486,clinic
2896,clinic,n,27190,7704,clinics
2897,spin,v,27184,8926,spinning
2897,spin,v,27184,7975,spin
2897,spin,v,27184,6986,spun
2897,spin,v,27184,3296,spins
2898,coalition,n,27166,25079,coalition
2898,coalition,n,27166,2087,coalitions
2899,naturally,r,27157,27157,naturally
2900,hopefully,r,27150,27150,hopefully
2901,mix,n,27117,25428,mix
2901,mix,n,27117,1689,mixes
2902,menu,n,27113,23251,menu
2902,menu,n,27113,3862,menus
2903,smooth,j,27095,24679,smooth
2903,smooth,j,27095,2116,smoother
2903,smooth,j,27095,296,smoothest
2904,advertising,n,27069,27069,advertising
2905,interpret,v,27068,10641,interpreted
2905,interpret,v,27068,10476,interpret
2905,interpret,v,27068,4569,interpreting
2905,interpret,v,27068,1382,interprets
2906,plant,v,27047,12549,planted
2906,plant,v,27047,9149,plant
2906,plant,v,27047,4844,planting
2906,plant,v,27047,505,plants
2907,dismiss,v,27026,14708,dismissed
2907,dismiss,v,27026,8364,dismiss
2907,dismiss,v,27026,2402,dismissing
2907,dismiss,v,27026,1552,dismisses
2908,Muslim,n,26994,24185,muslims
2908,Muslim,n,26994,2809,muslim
2909,apparent,j,26981,26981,apparent
2910,arrangement,n,26976,13727,arrangement
2910,arrangement,n,26976,13249,arrangements
2911,incorporate,v,26974,9485,incorporated
2911,incorporate,v,26974,9305,incorporate
2911,incorporate,v,26974,4891,incorporating
2911,incorporate,v,26974,3293,incorporates
2912,split,v,26970,21933,split
2912,split,v,26970,3518,splitting
2912,split,v,26970,1519,splits
2913,brilliant,j,26970,26970,brilliant
2914,storage,n,26941,26941,storage
2915,framework,n,26926,24177,framework
2915,framework,n,26926,2721,frameworks
2915,framework,n,26926,28,frame-work
2916,honestly,r,26926,26926,honestly
2917,chase,v,26901,10726,chasing
2917,chase,v,26901,9009,chase
2917,chase,v,26901,5766,chased
2917,chase,v,26901,1400,chases
2918,sigh,v,26874,11879,sighed
2918,sigh,v,26874,11789,sighs
2918,sigh,v,26874,2239,sighing
2918,sigh,v,26874,967,sigh
2919,assure,v,26863,12233,assure
2919,assure,v,26863,10605,assured
2919,assure,v,26863,2032,assures
2919,assure,v,26863,1993,assuring
2920,utility,n,26839,18021,utility
2920,utility,n,26839,8818,utilities
2921,taste,v,26826,15915,taste
2921,taste,v,26826,6132,tasted
2921,taste,v,26826,3311,tastes
2921,taste,v,26826,1468,tasting
2922,aggressive,j,26819,26819,aggressive
2923,cookie,n,26809,16153,cookies
2923,cookie,n,26809,10656,cookie
2924,terror,n,26792,25743,terror
2924,terror,n,26792,1049,terrors
2925,free,v,26787,15717,free
2925,free,v,26787,7136,freed
2925,free,v,26787,2650,freeing
2925,free,v,26787,1284,frees
2926,worth,n,26778,26736,worth
2926,worth,n,26778,42,worths
2927,wealthy,j,26746,21795,wealthy
2927,wealthy,j,26746,3065,wealthiest
2927,wealthy,j,26746,1886,wealthier
2928,update,v,26744,12524,update
2928,update,v,26744,8252,updated
2928,update,v,26744,3094,updating
2928,update,v,26744,2874,updates
2929,forum,n,26724,20687,forum
2929,forum,n,26724,6037,forums
2930,alliance,n,26718,22072,alliance
2930,alliance,n,26718,4646,alliances
2931,possess,v,26713,11544,possess
2931,possess,v,26713,8492,possessed
2931,possess,v,26713,3669,possesses
2931,possess,v,26713,3008,possessing
2932,empire,n,26692,24639,empire
2932,empire,n,26692,2053,empires
2933,curious,j,26666,26470,curious
2933,curious,j,26666,196,curiouser
2934,corn,n,26609,26339,corn
2934,corn,n,26609,270,corns
2935,neither,d,26586,26586,neither
2936,calculate,v,26570,13987,calculated
2936,calculate,v,26570,7348,calculate
2936,calculate,v,26570,3850,calculating
2936,calculate,v,26570,1385,calculates
2937,hurry,v,26561,18225,hurry
2937,hurry,v,26561,5433,hurried
2937,hurry,v,26561,1678,hurrying
2937,hurry,v,26561,1225,hurries
2938,testimony,n,26542,25394,testimony
2938,testimony,n,26542,1148,testimonies
2939,elementary,j,26542,26542,elementary
2940,transfer,n,26541,21336,transfer
2940,transfer,n,26541,5205,transfers
2941,stake,n,26539,17689,stake
2941,stake,n,26539,8850,stakes
2942,precisely,r,26538,26538,precisely
2943,bite,v,26532,9179,bite
2943,bite,v,26532,9168,bit
2943,bite,v,26532,3418,biting
2943,bite,v,26532,3208,bitten
2943,bite,v,26532,1559,bites
2944,given,j,26528,26528,given
2945,substantial,j,26521,26521,substantial
2946,depending,i,26517,26517,depending
2947,glance,v,26481,16522,glanced
2947,glance,v,26481,4027,glancing
2947,glance,v,26481,3253,glances
2947,glance,v,26481,2679,glance
2948,tissue,n,26475,20049,tissue
2948,tissue,n,26475,6426,tissues
2949,concentration,n,26470,17677,concentration
2949,concentration,n,26470,8793,concentrations
2950,developer,n,26466,15671,developers
2950,developer,n,26466,10795,developer
2951,found,v,26466,23194,founded
2951,found,v,26466,2908,founding
2951,found,v,26466,254,found
2951,found,v,26466,110,founds
2952,ballot,n,26460,16582,ballot
2952,ballot,n,26460,9878,ballots
2953,consume,v,26453,10315,consumed
2953,consume,v,26453,8702,consume
2953,consume,v,26453,5580,consuming
2953,consume,v,26453,1856,consumes
2954,overcome,v,26449,20059,overcome
2954,overcome,v,26449,3498,overcoming
2954,overcome,v,26449,2161,overcame
2954,overcome,v,26449,731,overcomes
2955,biological,j,26435,26435,biological
2956,chamber,n,26416,21012,chamber
2956,chamber,n,26416,5404,chambers
2957,similarly,r,26400,26400,similarly
2958,stick,n,26373,18290,stick
2958,stick,n,26373,8083,sticks
2959,dare,v,26363,17617,dare
2959,dare,v,26363,4899,dared
2959,dare,v,26363,2283,daring
2959,dare,v,26363,1564,dares
2960,developing,j,26334,26334,developing
2961,Tiger,n,26334,15395,tiger
2961,Tiger,n,26334,10939,tigers
2962,ratio,n,26305,20841,ratio
2962,ratio,n,26305,5464,ratios
2963,lover,n,26282,15480,lover
2963,lover,n,26282,10802,lovers
2964,expansion,n,26265,25232,expansion
2964,expansion,n,26265,1033,expansions
2965,encounter,v,26259,12855,encountered
2965,encounter,v,26259,9037,encounter
2965,encounter,v,26259,2371,encounters
2965,encounter,v,26259,1996,encountering
2966,occasionally,r,26250,26250,occasionally
2967,unemployment,n,26248,26248,unemployment
2968,pet,n,26240,17241,pet
2968,pet,n,26240,8999,pets
2969,awful,j,26206,26206,awful
2970,laboratory,n,26198,21123,laboratory
2970,laboratory,n,26198,5075,laboratories
2971,administrator,n,26195,15934,administrators
2971,administrator,n,26195,10261,administrator
2972,wind,v,26183,10112,wound
2972,wind,v,26183,8765,wind
2972,wind,v,26183,3764,winds
2972,wind,v,26183,3067,winding
2972,wind,v,26183,475,winded
2973,quarterback,n,26181,22259,quarterback
2973,quarterback,n,26181,3922,quarterbacks
2974,rocket,n,26167,14592,rocket
2974,rocket,n,26167,11575,rockets
2975,preparation,n,26152,21231,preparation
2975,preparation,n,26152,4921,preparations
2976,relative,n,26146,19537,relatives
2976,relative,n,26146,6609,relative
2977,confident,j,26144,26144,confident
2978,strategic,j,26103,26103,strategic
2979,marine,j,26088,26088,marine
2980,quote,n,26087,17607,quote
2980,quote,n,26087,8480,quotes
2981,publisher,n,26079,14486,publisher
2981,publisher,n,26079,11593,publishers
2982,innovation,n,26039,20084,innovation
2982,innovation,n,26039,5955,innovations
2983,highlight,v,26029,8157,highlight
2983,highlight,v,26029,7384,highlighted
2983,highlight,v,26029,6839,highlights
2983,highlight,v,26029,3627,highlighting
2983,highlight,v,26029,13,high-lighted
2983,highlight,v,26029,7,high-lighting
2984,nut,n,26017,18592,nuts
2984,nut,n,26017,7425,nut
2985,fighter,n,26014,13197,fighters
2985,fighter,n,26014,12817,fighter
2986,rank,n,26007,14244,ranks
2986,rank,n,26007,11763,rank
2987,electricity,n,26003,26000,electricity
2988,instance,n,26001,14648,instances
2988,instance,n,26001,11353,instance
2989,fortune,n,25994,21487,fortune
2989,fortune,n,25994,4507,fortunes
2990,freeze,v,25985,9931,freeze
2990,freeze,v,25985,8472,frozen
2990,freeze,v,25985,4696,froze
2990,freeze,v,25985,1754,freezes
2990,freeze,v,25985,1132,freezing
2991,variation,n,25982,14511,variation
2991,variation,n,25982,11471,variations
2992,armed,j,25972,25972,armed
2993,negotiate,v,25963,13460,negotiate
2993,negotiate,v,25963,6408,negotiating
2993,negotiate,v,25963,5588,negotiated
2993,negotiate,v,25963,507,negotiates
2994,laughter,n,25929,25929,laughter
2995,wisdom,n,25925,25826,wisdom
2995,wisdom,n,25925,99,wisdoms
2996,correspondent,n,25907,23272,correspondent
2996,correspondent,n,25907,2635,correspondents
2997,mixture,n,25895,24322,mixture
2997,mixture,n,25895,1573,mixtures
2998,murder,v,25889,16498,murdered
2998,murder,v,25889,6312,murder
2998,murder,v,25889,2777,murdering
2998,murder,v,25889,302,murders
2999,assistant,n,25884,20036,assistant
2999,assistant,n,25884,5848,assistants
3000,retain,v,25881,11798,retain
3000,retain,v,25881,7473,retained
3000,retain,v,25881,3450,retaining
3000,retain,v,25881,3160,retains
3001,tomato,n,25826,14903,tomatoes
3001,tomato,n,25826,10923,tomato
3002,Indian,n,25825,23575,indians
3002,Indian,n,25825,2250,indian
3003,testify,v,25823,11150,testify
3003,testify,v,25823,10537,testified
3003,testify,v,25823,2757,testifying
3003,testify,v,25823,1379,testifies
3004,ingredient,n,25809,20168,ingredients
3004,ingredient,n,25809,5641,ingredient
3005,since,r,25781,25781,since
3006,galaxy,n,25775,17300,galaxy
3006,galaxy,n,25775,8475,galaxies
3007,qualify,v,25774,12477,qualify
3007,qualify,v,25774,9472,qualified
3007,qualify,v,25774,2706,qualifies
3007,qualify,v,25774,1119,qualifying
3008,scheme,n,25772,18526,scheme
3008,scheme,n,25772,7246,schemes
3009,GOP,n,25770,25770,gop
3010,shame,n,25764,25612,shame
3010,shame,n,25764,152,shames
3011,concentrate,v,25761,12454,concentrate
3011,concentrate,v,25761,7430,concentrated
3011,concentrate,v,25761,4535,concentrating
3011,concentrate,v,25761,1342,concentrates
3012,contest,n,25761,20818,contest
3012,contest,n,25761,4943,contests
3013,introduction,n,25722,23704,introduction
3013,introduction,n,25722,2018,introductions
3014,boundary,n,25694,17691,boundaries
3014,boundary,n,25694,8003,boundary
3015,tube,n,25647,17185,tube
3015,tube,n,25647,8462,tubes
3016,versus,i,25646,25646,versus
3017,chef,n,25646,20095,chef
3017,chef,n,25646,5551,chefs
3018,regularly,r,25635,25635,regularly
3019,ugly,j,25632,23967,ugly
3019,ugly,j,25632,981,ugliest
3019,ugly,j,25632,684,uglier
3020,screw,v,25632,10571,screwed
3020,screw,v,25632,10455,screw
3020,screw,v,25632,3340,screwing
3020,screw,v,25632,1266,screws
3021,load,n,25620,17659,load
3021,load,n,25620,7961,loads
3022,tongue,n,25612,22116,tongue
3022,tongue,n,25612,3496,tongues
3023,Palestinian,j,25603,25603,palestinian
3024,fiscal,j,25598,25598,fiscal
3025,Creek,n,25595,23922,creek
3025,Creek,n,25595,1673,creeks
3026,hip,n,25581,15559,hip
3026,hip,n,25581,10022,hips
3027,accompany,v,25567,15094,accompanied
3027,accompany,v,25567,5935,accompany
3027,accompany,v,25567,2652,accompanying
3027,accompany,v,25567,1886,accompanies
3028,decline,n,25563,25563,decline
3029,terrorism,n,25562,25562,terrorism
3030,respondent,n,25555,21788,respondents
3030,respondent,n,25555,3767,respondent
3031,narrator,n,25554,24632,narrator
3031,narrator,n,25554,922,narrators
3032,voting,n,25547,25547,voting
3033,refugee,n,25533,16507,refugees
3033,refugee,n,25533,9026,refugee
3034,assembly,n,25533,23748,assembly
3034,assembly,n,25533,1785,assemblies
3035,fraud,n,25518,24563,fraud
3035,fraud,n,25518,955,frauds
3036,limitation,n,25511,19157,limitations
3036,limitation,n,25511,6354,limitation
3037,house,v,25510,11147,housing
3037,house,v,25510,6172,house
3037,house,v,25510,5704,housed
3037,house,v,25510,2487,houses
3038,partnership,n,25493,18138,partnership
3038,partnership,n,25493,7355,partnerships
3039,store,v,25475,11412,stored
3039,store,v,25475,10550,store
3039,store,v,25475,3507,storing
3039,store,v,25475,6,stores
3040,crash,n,25472,21804,crash
3040,crash,n,25472,3668,crashes
3041,surprise,v,25449,12203,surprised
3041,surprise,v,25449,10553,surprise
3041,surprise,v,25449,1702,surprises
3041,surprise,v,25449,724,surprising
3041,surprise,v,25449,152,suprised
3041,surprise,v,25449,62,suprise
3041,surprise,v,25449,53,suprising
3042,representation,n,25448,19189,representation
3042,representation,n,25448,6213,representations
3042,representation,n,25448,40,re-presentation
3042,representation,n,25448,6,re-presentations
3043,hold,n,25448,24496,hold
3043,hold,n,25448,950,holds
3044,ministry,n,25434,21793,ministry
3044,ministry,n,25434,3641,ministries
3045,flat,j,25427,24674,flat
3045,flat,j,25427,657,flatter
3045,flat,j,25427,96,flattest
3046,wise,j,25418,21702,wise
3046,wise,j,25418,2890,wiser
3046,wise,j,25418,826,wisest
3047,witness,v,25418,12447,witnessed
3047,witness,v,25418,8909,witness
3047,witness,v,25418,3382,witnessing
3047,witness,v,25418,680,witnesses
3048,excuse,n,25386,17504,excuse
3048,excuse,n,25386,7882,excuses
3049,register,v,25367,10737,register
3049,register,v,25367,10492,registered
3049,register,v,25367,2627,registering
3049,register,v,25367,1511,registers
3050,comedy,n,25303,23333,comedy
3050,comedy,n,25303,1970,comedies
3051,purchase,n,25302,16554,purchase
3051,purchase,n,25302,8748,purchases
3052,tap,v,25295,9081,tap
3052,tap,v,25295,8613,tapped
3052,tap,v,25295,5588,tapping
3052,tap,v,25295,2013,taps
3053,infrastructure,n,25291,24568,infrastructure
3053,infrastructure,n,25291,723,infrastructures
3054,organic,j,25288,25288,organic
3055,Islam,n,25282,25282,islam
3056,diverse,j,25277,25277,diverse
3057,favor,v,25274,9883,favor
3057,favor,v,25274,8283,favored
3057,favor,v,25274,4493,favors
3057,favor,v,25274,2615,favoring
3058,intellectual,j,25268,25268,intellectual
3059,tight,j,25214,20405,tight
3059,tight,j,25214,4394,tighter
3059,tight,j,25214,415,tightest
3060,port,n,25211,18851,port
3060,port,n,25211,6360,ports
3061,fate,n,25194,23637,fate
3061,fate,n,25194,1557,fates
3062,market,v,25191,19099,market
3062,market,v,25191,3218,marketed
3062,market,v,25191,2543,marketing
3062,market,v,25191,331,markets
3063,absolute,j,25184,25184,absolute
3064,dialogue,n,25173,23649,dialogue
3064,dialogue,n,25173,1524,dialogues
3065,Plus,n,25166,24616,plus
3065,Plus,n,25166,550,pluses
3066,frequency,n,25158,20240,frequency
3066,frequency,n,25158,4918,frequencies
3067,tribe,n,25147,14838,tribe
3067,tribe,n,25147,10309,tribes
3068,external,j,25146,25146,external
3069,appointment,n,25144,18135,appointment
3069,appointment,n,25144,7009,appointments
3070,convert,v,25123,10751,converted
3070,convert,v,25123,8887,convert
3070,convert,v,25123,3807,converting
3070,convert,v,25123,1678,converts
3071,surprising,j,25114,25114,surprising
3072,mobile,j,25095,25095,mobile
3073,establishment,n,25090,22387,establishment
3073,establishment,n,25090,2703,establishments
3074,worried,j,25086,25086,worried
3075,bye,u,25081,25081,bye
3076,shopping,n,25052,25046,shopping
3076,shopping,n,25052,6,shoppings
3077,celebrity,n,24989,16332,celebrity
3077,celebrity,n,24989,8657,celebrities
3078,congressman,n,24982,21932,congressman
3078,congressman,n,24982,3050,congressmen
3079,impress,v,24977,17369,impressed
3079,impress,v,24977,6419,impress
3079,impress,v,24977,617,impresses
3079,impress,v,24977,572,impressing
3080,taxpayer,n,24954,15304,taxpayers
3080,taxpayer,n,24954,9484,taxpayer
3080,taxpayer,n,24954,91,tax-payer
3080,taxpayer,n,24954,75,tax-payers
3081,adapt,v,24934,11159,adapted
3081,adapt,v,24934,9912,adapt
3081,adapt,v,24934,3203,adapting
3081,adapt,v,24934,660,adapts
3082,publicly,r,24932,24932,publicly
3083,pride,n,24923,24838,pride
3083,pride,n,24923,85,prides
3084,clothing,n,24923,24904,clothing
3084,clothing,n,24923,19,clothings
3085,rapidly,r,24922,24922,rapidly
3086,domain,n,24914,18557,domain
3086,domain,n,24914,6357,domains
3087,mainly,r,24910,24910,mainly
3088,ceiling,n,24902,21972,ceiling
3088,ceiling,n,24902,2930,ceilings
3089,alter,v,24900,11690,alter
3089,alter,v,24900,8218,altered
3089,alter,v,24900,3435,altering
3089,alter,v,24900,1557,alters
3090,shelter,n,24892,19071,shelter
3090,shelter,n,24892,5821,shelters
3091,random,j,24886,24886,random
3092,obligation,n,24879,14387,obligation
3092,obligation,n,24879,10492,obligations
3093,shower,n,24876,19969,shower
3093,shower,n,24876,4907,showers
3094,beg,v,24867,9628,beg
3094,beg,v,24867,7030,begging
3094,beg,v,24867,5548,begged
3094,beg,v,24867,2661,begs
3095,asleep,j,24848,24848,asleep
3096,musician,n,24829,15395,musicians
3096,musician,n,24829,9434,musician
3097,extraordinary,j,24829,24829,extraordinary
3098,dirt,n,24819,24819,dirt
3099,PC,n,24814,19883,pc
3099,PC,n,24814,4931,pcs
3100,bell,n,24813,16057,bell
3100,bell,n,24813,8713,bells
3100,bell,n,24813,43,belli
3101,smell,n,24783,20944,smell
3101,smell,n,24783,3839,smells
3102,damage,v,24780,12205,damaged
3102,damage,v,24780,8124,damage
3102,damage,v,24780,3603,damaging
3102,damage,v,24780,848,damages
3103,ceremony,n,24779,19145,ceremony
3103,ceremony,n,24779,5634,ceremonies
3104,clue,n,24755,15559,clue
3104,clue,n,24755,9196,clues
3105,guideline,n,24752,22535,guidelines
3105,guideline,n,24752,2217,guideline
3106,comfort,n,24745,23081,comfort
3106,comfort,n,24745,1664,comforts
3107,near,j,24720,15045,near
3107,near,j,24720,8939,nearest
3107,near,j,24720,736,nearer
3108,pregnancy,n,24687,21644,pregnancy
3108,pregnancy,n,24687,3043,pregnancies
3109,borrow,v,24662,12231,borrow
3109,borrow,v,24662,7664,borrowed
3109,borrow,v,24662,3834,borrowing
3109,borrow,v,24662,933,borrows
3110,conventional,j,24656,24656,conventional
3111,tourist,n,24638,14018,tourists
3111,tourist,n,24638,10620,tourist
3112,incentive,n,24612,12692,incentives
3112,incentive,n,24612,11920,incentive
3113,custom,n,24610,14554,custom
3113,custom,n,24610,10056,customs
3114,cheek,n,24607,13236,cheek
3114,cheek,n,24607,11371,cheeks
3115,tournament,n,24576,20975,tournament
3115,tournament,n,24576,3601,tournaments
3116,double,v,24576,10784,doubled
3116,double,v,24576,8154,double
